Year,TimeOfDay,District,Community_Area,Incident_Type,CrimeCount
2024,Afternoon,12,27,Domestic,11
2021,Night,4,46,Domestic,3
2009,Morning,4,43,NON-Domestic,1
2024,Afternoon,11,28,Domestic,6
2019,Evening,22,75,NON-Domestic,2
2019,Evening,25,25,NON-Domestic,6
2021,Afternoon,12,28,NON-Domestic,6
2021,Morning,17,16,NON-Domestic,2
2015,Evening,7,67,NON-Domestic,4
2017,Night,1,35,Domestic,1
2012,Night,10,30,Domestic,1
2022,Afternoon,11,28,NON-Domestic,1
2013,Afternoon,8,70,NON-Domestic,5
2024,Morning,11,28,Domestic,8
2024,Night,1,34,NON-Domestic,1
2024,Morning,14,22,Domestic,23
2024,Evening,16,11,Domestic,18
2018,Morning,7,67,NON-Domestic,6
2021,Afternoon,1,33,NON-Domestic,5
2024,Night,24,77,Domestic,12
2024,Morning,8,64,Domestic,18
2024,Afternoon,1,28,Domestic,11
2020,Afternoon,16,17,NON-Domestic,2
2018,Evening,12,24,Domestic,1
2017,Evening,3,35,Domestic,1
2013,Night,25,19,Domestic,3
2019,Evening,7,68,NON-Domestic,7
2007,Afternoon,5,50,NON-Domestic,2
2007,Evening,5,53,NON-Domestic,11
2007,Afternoon,5,49,NON-Domestic,7
2013,Morning,7,69,NON-Domestic,1
2024,Evening,14,21,Domestic,15
2024,Evening,4,47,NON-Domestic,23
2024,Night,14,23,Domestic,13
2024,Morning,22,72,Domestic,13
2016,Morning,6,71,NON-Domestic,3
2024,Evening,24,77,Domestic,16
2017,Evening,24,2,NON-Domestic,4
2019,Morning,2,41,NON-Domestic,1
2019,Night,12,31,NON-Domestic,3
2010,Night,3,42,NON-Domestic,6
2009,Night,6,44,NON-Domestic,4
2004,Night,12,-1,NON-Domestic,2
2004,Morning,3,-1,NON-Domestic,1
2004,Night,8,-1,NON-Domestic,2
2003,Morning,5,-1,NON-Domestic,1
2003,Evening,14,-1,Domestic,1
2001,Morning,25,-1,NON-Domestic,2658
2002,Night,8,-1,NON-Domestic,4
2003,Evening,5,-1,NON-Domestic,1
2001,Morning,12,-1,NON-Domestic,1442
2002,Night,4,-1,NON-Domestic,3
2024,Evening,12,27,Domestic,13
2001,Night,18,-1,Domestic,96
2003,Morning,4,-1,NON-Domestic,1
2003,Afternoon,15,-1,NON-Domestic,1
2002,Morning,2,-1,NON-Domestic,1
2001,Evening,6,-1,NON-Domestic,3674
2002,Afternoon,15,25,NON-Domestic,10
2002,Night,7,-1,NON-Domestic,6
2004,Afternoon,22,-1,NON-Domestic,1
2019,Afternoon,9,61,NON-Domestic,1
2024,Evening,4,47,Domestic,5
2003,Evening,7,-1,NON-Domestic,1
2004,Night,5,-1,NON-Domestic,1
2020,Evening,12,24,Domestic,2
2001,Night,10,-1,NON-Domestic,1481
2001,Night,24,-1,NON-Domestic,1098
2004,Evening,3,-1,NON-Domestic,1
2019,Afternoon,9,58,Domestic,1
2021,Evening,9,58,NON-Domestic,3
2020,Night,6,71,Domestic,3
2024,Night,8,58,Domestic,5
2024,Afternoon,17,21,Domestic,8
2024,Night,6,68,NON-Domestic,1
2021,Night,4,51,NON-Domestic,1
2022,Evening,2,39,Domestic,1
2018,Night,14,24,Domestic,2
2018,Evening,2,40,NON-Domestic,2
2018,Afternoon,25,21,NON-Domestic,1
2022,Night,25,25,Domestic,5
2016,Night,8,66,NON-Domestic,10
2010,Night,15,25,NON-Domestic,8
2021,Night,22,71,NON-Domestic,2
2024,Night,4,48,Domestic,19
2021,Morning,6,71,NON-Domestic,11
2021,Afternoon,18,7,NON-Domestic,4
2024,Morning,6,68,Domestic,1
2021,Afternoon,5,53,Domestic,1
2024,Morning,31,76,NON-Domestic,2
2024,Afternoon,18,7,Domestic,10
2014,Afternoon,15,25,NON-Domestic,10
2024,Morning,8,58,Domestic,4
2008,Afternoon,25,19,Domestic,2
2019,Morning,17,21,NON-Domestic,1
2019,Morning,11,29,NON-Domestic,4
2018,Evening,1,28,NON-Domestic,1
2013,Afternoon,8,66,NON-Domestic,5
2018,Morning,18,8,NON-Domestic,3
2024,Night,25,21,Domestic,7
2011,Night,10,30,Domestic,1
2019,Night,8,70,NON-Domestic,5
2024,Night,5,50,NON-Domestic,40
2024,Morning,8,62,Domestic,11
2020,Night,5,54,Domestic,1
2021,Evening,4,51,NON-Domestic,2
2024,Morning,16,10,Domestic,13
2018,Morning,16,76,NON-Domestic,2
2021,Night,20,77,NON-Domestic,3
2011,Night,4,51,Domestic,1
2018,Night,4,51,Domestic,2
2024,Night,1,35,Domestic,12
2024,Afternoon,1,34,NON-Domestic,2
2024,Afternoon,4,47,Domestic,8
2004,Evening,6,49,NON-Domestic,3
2007,Morning,5,53,NON-Domestic,2
2007,Night,11,29,NON-Domestic,1
2007,Evening,5,54,NON-Domestic,5
2024,Afternoon,3,40,Domestic,16
2002,Night,25,22,Domestic,1
2024,Morning,18,7,Domestic,5
2024,Afternoon,4,47,NON-Domestic,22
2024,Evening,8,58,Domestic,7
2019,Night,18,8,NON-Domestic,7
2015,Evening,5,49,NON-Domestic,8
2008,Evening,4,43,Domestic,1
2024,Evening,2,68,NON-Domestic,4
2021,Afternoon,2,38,NON-Domestic,6
2019,Afternoon,1,33,NON-Domestic,1
2017,Morning,15,25,NON-Domestic,16
2018,Night,11,26,NON-Domestic,10
2012,Morning,3,43,Domestic,1
2013,Morning,10,29,NON-Domestic,2
2024,Evening,4,44,NON-Domestic,2
2019,Night,4,45,NON-Domestic,3
2019,Morning,16,76,NON-Domestic,3
2017,Morning,11,29,NON-Domestic,3
2018,Evening,14,24,NON-Domestic,3
2021,Afternoon,17,14,Domestic,1
2017,Afternoon,17,14,Domestic,1
2024,Morning,25,17,NON-Domestic,4
2020,Afternoon,10,30,NON-Domestic,7
2020,Morning,2,40,NON-Domestic,3
2018,Night,3,69,NON-Domestic,3
2020,Afternoon,22,73,NON-Domestic,4
2021,Afternoon,4,45,NON-Domestic,4
2014,Night,7,68,Domestic,2
2017,Afternoon,17,16,Domestic,1
2021,Afternoon,25,17,NON-Domestic,1
2021,Evening,18,7,NON-Domestic,3
2019,Evening,16,10,NON-Domestic,1
2024,Afternoon,2,35,Domestic,24
2020,Night,8,70,NON-Domestic,6
2022,Afternoon,4,43,Domestic,2
2024,Afternoon,17,12,NON-Domestic,15
2019,Night,5,50,NON-Domestic,4
2017,Evening,8,56,NON-Domestic,3
2020,Night,12,28,NON-Domestic,12
2017,Night,24,2,NON-Domestic,3
2017,Evening,8,63,Domestic,2
2011,Night,8,63,Domestic,2
2019,Night,16,17,NON-Domestic,1
2008,Evening,22,73,Domestic,1
2008,Night,22,73,Domestic,2
2022,Evening,18,7,Domestic,1
2019,Evening,5,54,NON-Domestic,2
2007,Night,5,50,NON-Domestic,2
2007,Afternoon,22,75,NON-Domestic,1
2008,Night,6,71,NON-Domestic,8
2008,Night,4,46,Domestic,3
2008,Night,4,43,Domestic,1
2008,Evening,4,45,NON-Domestic,4
2005,Night,18,7,NON-Domestic,1
2011,Night,20,77,NON-Domestic,1
2024,Morning,3,41,NON-Domestic,13
2024,Afternoon,9,31,NON-Domestic,4
2011,Night,2,39,NON-Domestic,2
2006,Evening,25,25,NON-Domestic,6
2020,Night,19,3,NON-Domestic,4
2006,Evening,11,29,NON-Domestic,1
2017,Evening,9,37,NON-Domestic,2
2016,Night,9,61,NON-Domestic,14
2015,Morning,10,29,NON-Domestic,3
2016,Night,18,7,NON-Domestic,2
2022,Evening,8,63,NON-Domestic,4
2019,Night,9,61,Domestic,1
2008,Evening,6,71,NON-Domestic,7
2008,Morning,6,71,Domestic,1
2008,Evening,6,44,NON-Domestic,4
2024,Afternoon,16,12,Domestic,5
2024,Morning,4,44,NON-Domestic,1
2019,Evening,10,30,Domestic,1
2024,Evening,17,15,Domestic,6
2024,Night,9,31,NON-Domestic,3
2020,Night,11,25,NON-Domestic,6
2024,Evening,3,68,NON-Domestic,8
2017,Night,6,44,Domestic,1
2019,Afternoon,12,24,NON-Domestic,2
2015,Evening,4,43,NON-Domestic,3
2008,Afternoon,6,44,Domestic,1
2008,Evening,6,69,Domestic,1
2008,Evening,4,43,NON-Domestic,11
2008,Afternoon,4,43,Domestic,1
2008,Afternoon,4,43,NON-Domestic,1
2010,Morning,19,6,NON-Domestic,2
2011,Night,19,6,NON-Domestic,5
2024,Evening,2,37,NON-Domestic,11
2016,Evening,12,28,NON-Domestic,7
2024,Night,10,28,NON-Domestic,4
2020,Night,2,38,NON-Domestic,6
2019,Afternoon,2,38,NON-Domestic,5
2017,Afternoon,4,52,NON-Domestic,4
2019,Afternoon,14,24,NON-Domestic,3
2016,Night,25,25,NON-Domestic,8
2024,Evening,10,28,NON-Domestic,7
2018,Night,2,38,NON-Domestic,6
2021,Night,11,28,Domestic,1
2021,Afternoon,14,21,NON-Domestic,2
2014,Afternoon,3,42,NON-Domestic,3
2019,Night,24,1,NON-Domestic,4
2018,Evening,4,43,NON-Domestic,5
2020,Afternoon,14,24,NON-Domestic,8
2020,Morning,25,25,NON-Domestic,3
2020,Morning,4,48,NON-Domestic,5
2019,Afternoon,3,43,Domestic,1
2019,Afternoon,4,46,NON-Domestic,8
2013,Evening,10,30,Domestic,1
2011,Evening,5,49,NON-Domestic,5
2008,Night,7,67,Domestic,2
2020,Night,12,31,NON-Domestic,5
2019,Evening,25,19,Domestic,2
2015,Night,1,32,NON-Domestic,2
2021,Morning,14,24,NON-Domestic,3
2010,Night,25,25,Domestic,1
2019,Night,8,63,NON-Domestic,3
2009,Night,5,49,NON-Domestic,4
2010,Night,18,8,NON-Domestic,6
2018,Morning,5,53,NON-Domestic,4
2019,Morning,1,32,NON-Domestic,3
2018,Night,25,18,Domestic,2
2021,Morning,25,19,NON-Domestic,5
2021,Evening,14,24,NON-Domestic,4
2018,Night,12,28,Domestic,1
2016,Afternoon,8,63,NON-Domestic,7
2020,Morning,3,42,NON-Domestic,2
2022,Morning,4,43,NON-Domestic,2
2001,Afternoon,3,-1,NON-Domestic,3967
2002,Evening,10,29,NON-Domestic,6
2003,Afternoon,11,26,NON-Domestic,5
2004,Night,5,53,NON-Domestic,3
2006,Morning,5,49,NON-Domestic,2
2007,Afternoon,5,54,NON-Domestic,1
2008,Night,6,71,Domestic,3
2008,Evening,6,44,Domestic,1
2001,Night,4,-1,Domestic,672
2002,Night,8,65,Domestic,1
2019,Evening,14,24,NON-Domestic,2
2005,Night,2,38,Domestic,2
2018,Night,24,1,NON-Domestic,5
2018,Night,9,63,Domestic,1
2024,Morning,12,23,Domestic,3
2018,Afternoon,24,2,Domestic,1
2024,Morning,8,57,Domestic,9
2024,Night,12,23,Domestic,5
2019,Night,4,48,NON-Domestic,2
2018,Night,16,15,NON-Domestic,1
2020,Afternoon,14,22,Domestic,1
2008,Evening,5,53,Domestic,1
2018,Morning,3,42,Domestic,4
2016,Night,2,35,NON-Domestic,2
2011,Afternoon,15,25,NON-Domestic,7
2018,Evening,9,34,NON-Domestic,2
2020,Night,22,71,NON-Domestic,2
2008,Morning,5,49,NON-Domestic,2
2016,Morning,1,32,Domestic,1
2024,Night,4,45,Domestic,18
2015,Afternoon,7,67,NON-Domestic,7
2015,Morning,2,38,NON-Domestic,1
2003,Night,16,15,Domestic,2
2013,Afternoon,12,24,Domestic,2
2024,Afternoon,19,5,Domestic,12
2011,Night,5,49,NON-Domestic,3
2020,Night,5,53,NON-Domestic,7
2019,Morning,15,25,NON-Domestic,12
2018,Morning,20,3,NON-Domestic,3
2020,Afternoon,22,49,NON-Domestic,2
2024,Afternoon,6,49,Domestic,19
2017,Evening,9,60,NON-Domestic,3
2019,Evening,1,32,NON-Domestic,2
2021,Evening,8,65,Domestic,3
2022,Afternoon,31,23,NON-Domestic,1
2019,Afternoon,2,40,NON-Domestic,3
2024,Afternoon,25,17,NON-Domestic,4
2024,Night,2,37,NON-Domestic,12
2021,Night,24,77,NON-Domestic,3
2024,Night,17,12,Domestic,1
2015,Morning,24,2,NON-Domestic,2
2019,Afternoon,9,58,NON-Domestic,3
2018,Evening,16,11,NON-Domestic,1
2009,Night,25,25,NON-Domestic,10
2019,Night,16,17,Domestic,1
2024,Afternoon,3,68,Domestic,2
2019,Afternoon,2,39,NON-Domestic,2
2024,Evening,19,4,Domestic,5
2019,Morning,18,8,NON-Domestic,4
2019,Night,2,36,NON-Domestic,1
2018,Night,16,76,NON-Domestic,1
2022,Evening,9,60,NON-Domestic,1
2001,Evening,4,-1,Domestic,1200
2006,Night,5,53,NON-Domestic,10
2006,Afternoon,5,49,NON-Domestic,6
2006,Morning,5,53,Domestic,2
2007,Night,6,44,Domestic,1
2008,Evening,12,27,NON-Domestic,1
2024,Morning,3,68,Domestic,2
2021,Night,16,11,NON-Domestic,1
2018,Afternoon,25,25,NON-Domestic,5
2024,Morning,9,31,NON-Domestic,6
2014,Night,3,43,NON-Domestic,3
2018,Evening,3,42,NON-Domestic,4
2022,Morning,9,37,NON-Domestic,1
2010,Night,11,23,NON-Domestic,4
2017,Afternoon,24,2,NON-Domestic,3
2012,Night,10,29,Domestic,1
2017,Evening,5,49,NON-Domestic,13
2024,Night,22,74,Domestic,8
2020,Night,20,77,NON-Domestic,1
2024,Evening,3,41,NON-Domestic,1
2021,Evening,25,23,Domestic,1
2017,Morning,11,27,NON-Domestic,3
2008,Night,22,75,NON-Domestic,3
2008,Night,10,30,NON-Domestic,8
2020,Night,3,42,NON-Domestic,9
2018,Morning,4,51,NON-Domestic,2
2020,Morning,22,73,NON-Domestic,2
2020,Afternoon,2,38,NON-Domestic,10
2020,Afternoon,4,47,NON-Domestic,1
2021,Evening,4,46,NON-Domestic,7
2018,Afternoon,8,66,NON-Domestic,3
2019,Night,22,74,NON-Domestic,2
2018,Evening,9,61,Domestic,1
2016,Afternoon,22,75,NON-Domestic,2
2024,Afternoon,5,51,Domestic,1
2018,Morning,16,15,NON-Domestic,1
2019,Afternoon,5,49,NON-Domestic,8
2014,Morning,3,43,NON-Domestic,3
2018,Afternoon,5,53,NON-Domestic,4
2016,Afternoon,20,77,NON-Domestic,1
2014,Night,11,27,Domestic,1
2017,Morning,12,31,NON-Domestic,5
2021,Morning,20,4,NON-Domestic,4
2024,Evening,10,28,Domestic,1
2022,Evening,2,37,NON-Domestic,1
2022,Evening,9,59,NON-Domestic,5
2020,Night,10,30,NON-Domestic,5
2008,Evening,2,36,NON-Domestic,1
2017,Afternoon,20,4,NON-Domestic,1
2024,Evening,12,23,Domestic,8
2019,Evening,4,45,NON-Domestic,2
2024,Night,3,41,Domestic,1
2013,Evening,5,53,NON-Domestic,8
2002,Night,17,14,Domestic,2
2004,Evening,4,47,NON-Domestic,1
2006,Evening,5,54,NON-Domestic,5
2007,Evening,6,69,Domestic,1
2015,Afternoon,7,68,NON-Domestic,7
2018,Morning,17,14,NON-Domestic,4
2022,Night,4,48,Domestic,1
2024,Night,4,47,Domestic,6
2014,Afternoon,19,6,NON-Domestic,3
2019,Night,5,53,NON-Domestic,4
2019,Night,10,29,NON-Domestic,5
2019,Morning,15,25,Domestic,2
2015,Afternoon,22,49,Domestic,2
2021,Afternoon,1,32,NON-Domestic,12
2020,Afternoon,8,66,NON-Domestic,8
2021,Night,22,73,NON-Domestic,8
2021,Night,24,2,NON-Domestic,6
2014,Afternoon,25,25,NON-Domestic,7
2024,Morning,1,28,Domestic,13
2024,Afternoon,2,37,Domestic,1
2010,Evening,9,61,NON-Domestic,5
2011,Morning,5,53,NON-Domestic,3
2010,Morning,5,53,NON-Domestic,4
2012,Afternoon,25,22,NON-Domestic,1
2011,Evening,14,22,NON-Domestic,1
2013,Night,7,67,NON-Domestic,8
2016,Morning,22,74,NON-Domestic,1
2018,Morning,4,45,NON-Domestic,2
2010,Night,20,77,Domestic,1
2014,Morning,11,27,Domestic,1
2011,Morning,11,25,NON-Domestic,2
2013,Night,11,25,NON-Domestic,1
2019,Afternoon,18,7,NON-Domestic,1
2017,Evening,25,18,NON-Domestic,1
2019,Afternoon,17,14,NON-Domestic,3
2012,Afternoon,16,9,NON-Domestic,1
2024,Evening,9,67,NON-Domestic,1
2016,Night,25,25,Domestic,2
2019,Evening,19,7,NON-Domestic,2
2016,Night,15,25,NON-Domestic,21
2018,Morning,15,25,Domestic,2
2019,Evening,25,23,NON-Domestic,4
2021,Afternoon,16,15,NON-Domestic,3
2022,Evening,17,14,Domestic,1
2016,Night,5,54,Domestic,1
2018,Night,11,28,Domestic,1
2021,Night,22,75,NON-Domestic,5
2021,Morning,4,43,NON-Domestic,2
2004,Morning,8,66,Domestic,1
2007,Morning,6,69,Domestic,1
2007,Morning,15,25,NON-Domestic,8
2020,Morning,2,37,NON-Domestic,1
2001,Morning,6,44,Domestic,7
2019,Evening,8,70,Domestic,1
2010,Night,2,35,Domestic,1
2020,Morning,6,71,NON-Domestic,9
2018,Evening,2,41,NON-Domestic,4
2019,Afternoon,11,23,NON-Domestic,9
2018,Afternoon,7,68,NON-Domestic,9
2018,Morning,25,19,NON-Domestic,3
2012,Night,18,8,NON-Domestic,5
2013,Afternoon,24,2,NON-Domestic,3
2020,Night,14,22,NON-Domestic,7
2020,Morning,14,22,NON-Domestic,3
2021,Afternoon,6,71,NON-Domestic,13
2012,Evening,2,38,NON-Domestic,5
2018,Night,25,25,Domestic,1
2024,Night,17,15,Domestic,4
2018,Afternoon,24,2,NON-Domestic,5
2019,Evening,20,2,NON-Domestic,1
2001,Afternoon,12,28,NON-Domestic,1086
2018,Afternoon,16,15,Domestic,2
2009,Afternoon,11,23,NON-Domestic,7
2009,Evening,11,26,NON-Domestic,3
2017,Night,3,42,Domestic,2
2024,Morning,16,12,Domestic,2
2017,Night,8,66,Domestic,1
2013,Night,10,29,Domestic,2
2010,Evening,9,58,NON-Domestic,3
2021,Night,16,17,Domestic,1
2020,Afternoon,16,15,NON-Domestic,4
2014,Afternoon,7,68,NON-Domestic,8
2012,Evening,19,6,NON-Domestic,4
2015,Evening,25,25,NON-Domestic,10
2014,Afternoon,9,58,NON-Domestic,2
2019,Morning,6,69,Domestic,1
2021,Evening,10,31,NON-Domestic,4
2016,Afternoon,6,71,Domestic,1
2008,Afternoon,22,73,Domestic,1
2020,Afternoon,2,40,NON-Domestic,3
2016,Morning,12,31,NON-Domestic,4
2014,Morning,2,38,NON-Domestic,1
2019,Night,17,13,Domestic,1
2019,Night,17,13,NON-Domestic,1
2016,Night,14,21,NON-Domestic,2
2018,Afternoon,5,50,NON-Domestic,1
2011,Morning,3,69,NON-Domestic,2
2017,Afternoon,12,28,NON-Domestic,4
2020,Night,24,1,Domestic,2
2021,Afternoon,8,56,NON-Domestic,3
2022,Morning,22,49,NON-Domestic,2
2021,Evening,4,45,NON-Domestic,3
2014,Night,3,43,Domestic,1
2020,Afternoon,15,25,Domestic,2
2021,Morning,14,21,NON-Domestic,1
2024,Night,12,27,Domestic,5
2016,Afternoon,8,66,NON-Domestic,8
2005,Night,11,23,NON-Domestic,4
2007,Night,6,71,NON-Domestic,9
2007,Afternoon,6,71,NON-Domestic,4
2007,Morning,6,71,Domestic,2
2007,Afternoon,6,44,Domestic,2
2007,Evening,6,44,Domestic,1
2012,Afternoon,22,49,NON-Domestic,1
2019,Evening,19,6,NON-Domestic,4
2001,Night,14,23,Domestic,13
2010,Night,15,25,Domestic,3
2004,Morning,12,28,NON-Domestic,1
2022,Night,2,41,Domestic,1
2019,Afternoon,25,23,NON-Domestic,2
2024,Morning,6,47,NON-Domestic,1
2024,Night,9,37,Domestic,4
2013,Afternoon,17,14,NON-Domestic,2
2019,Evening,18,8,NON-Domestic,2
2012,Night,25,20,Domestic,2
2020,Evening,9,61,NON-Domestic,10
2017,Morning,15,25,Domestic,1
2019,Evening,2,38,NON-Domestic,3
2020,Night,25,20,NON-Domestic,3
2014,Night,12,31,NON-Domestic,2
2024,Morning,9,67,NON-Domestic,1
2017,Afternoon,25,25,Domestic,2
2020,Night,7,69,Domestic,1
2017,Night,8,57,Domestic,2
2013,Night,11,26,Domestic,1
2018,Night,15,25,NON-Domestic,13
2017,Night,25,22,Domestic,1
2018,Evening,25,19,Domestic,1
2016,Evening,25,25,NON-Domestic,11
2010,Evening,22,75,NON-Domestic,6
2018,Night,12,27,NON-Domestic,2
2009,Morning,11,26,NON-Domestic,5
2017,Night,19,6,NON-Domestic,5
2019,Night,7,67,Domestic,2
2018,Night,10,30,Domestic,4
2009,Night,6,71,Domestic,1
2019,Afternoon,11,26,NON-Domestic,7
2021,Morning,11,28,NON-Domestic,2
2008,Evening,3,69,NON-Domestic,15
2012,Morning,10,29,NON-Domestic,3
2010,Morning,4,46,NON-Domestic,3
2018,Afternoon,20,2,NON-Domestic,1
2024,Afternoon,6,67,Domestic,2
2021,Morning,11,27,NON-Domestic,12
2017,Night,2,39,NON-Domestic,2
2021,Afternoon,19,7,NON-Domestic,3
2024,Night,25,17,Domestic,2
2017,Afternoon,16,11,NON-Domestic,1
2019,Evening,8,64,Domestic,1
2017,Night,1,32,NON-Domestic,3
2021,Morning,11,29,NON-Domestic,10
2015,Morning,5,53,Domestic,2
2019,Night,1,28,NON-Domestic,1
2019,Afternoon,12,31,NON-Domestic,3
2017,Morning,6,44,NON-Domestic,5
2021,Night,8,56,Domestic,2
2019,Afternoon,19,3,NON-Domestic,1
2021,Evening,11,27,NON-Domestic,14
2015,Afternoon,25,25,NON-Domestic,7
2016,Afternoon,10,29,NON-Domestic,9
2015,Night,18,8,NON-Domestic,4
2019,Night,25,23,Domestic,1
2014,Evening,12,28,NON-Domestic,2
2014,Afternoon,25,23,NON-Domestic,2
2019,Night,25,20,NON-Domestic,1
2020,Morning,12,28,NON-Domestic,11
2024,Morning,8,30,NON-Domestic,1
2001,Morning,11,27,NON-Domestic,397
2017,Afternoon,15,25,NON-Domestic,23
2018,Evening,10,30,NON-Domestic,8
2021,Afternoon,16,76,NON-Domestic,1
2006,Evening,5,49,NON-Domestic,7
2007,Morning,6,71,NON-Domestic,3
2007,Afternoon,6,44,NON-Domestic,6
2021,Morning,1,28,NON-Domestic,2
2003,Night,18,8,NON-Domestic,13
2017,Afternoon,1,32,NON-Domestic,3
2021,Night,16,17,NON-Domestic,2
2015,Evening,10,30,Domestic,1
2018,Morning,22,73,Domestic,1
2017,Night,3,69,NON-Domestic,2
2017,Evening,18,8,Domestic,1
2019,Evening,15,25,NON-Domestic,11
2024,Afternoon,16,9,Domestic,3
2024,Evening,2,34,NON-Domestic,2
2009,Afternoon,6,71,NON-Domestic,5
2018,Morning,14,21,NON-Domestic,1
2008,Evening,17,14,Domestic,1
2019,Morning,25,19,NON-Domestic,2
2019,Night,4,52,NON-Domestic,3
2017,Afternoon,4,46,NON-Domestic,6
2019,Afternoon,20,4,NON-Domestic,1
2018,Afternoon,14,24,NON-Domestic,3
2016,Night,18,8,NON-Domestic,11
2019,Evening,9,34,NON-Domestic,1
2016,Night,15,25,Domestic,2
2017,Night,20,4,NON-Domestic,1
2024,Afternoon,6,47,NON-Domestic,1
2021,Morning,17,15,NON-Domestic,2
2020,Night,20,2,Domestic,1
2020,Afternoon,3,43,NON-Domestic,13
2024,Evening,20,2,Domestic,4
2021,Evening,11,26,Domestic,1
2016,Morning,17,16,NON-Domestic,1
2017,Evening,2,35,NON-Domestic,1
2018,Evening,16,17,NON-Domestic,1
2020,Evening,11,23,NON-Domestic,9
2024,Morning,2,42,NON-Domestic,2
2021,Night,22,75,Domestic,2
2020,Morning,2,35,NON-Domestic,1
2024,Morning,12,27,Domestic,6
2024,Morning,6,70,NON-Domestic,1
2019,Morning,19,6,NON-Domestic,1
2010,Night,9,61,Domestic,2
2017,Night,4,43,NON-Domestic,2
2019,Night,17,14,NON-Domestic,3
2020,Afternoon,9,61,NON-Domestic,8
2002,Afternoon,6,-1,Domestic,2
2002,Night,4,-1,Domestic,2
2018,Afternoon,25,23,NON-Domestic,1
2006,Night,6,44,Domestic,1
2006,Night,6,71,Domestic,1
2006,Afternoon,6,71,Domestic,1
2006,Afternoon,22,75,NON-Domestic,2
2002,Night,22,49,NON-Domestic,1
2002,Night,14,23,Domestic,1
2018,Afternoon,15,25,NON-Domestic,17
2024,Evening,2,68,Domestic,2
2016,Night,8,64,Domestic,1
2019,Morning,18,7,NON-Domestic,3
2018,Morning,19,5,NON-Domestic,1
2018,Night,25,23,Domestic,1
2019,Morning,10,30,NON-Domestic,5
2019,Afternoon,4,51,NON-Domestic,2
2016,Night,4,55,NON-Domestic,1
2019,Evening,4,47,NON-Domestic,1
2002,Evening,12,27,NON-Domestic,1
2012,Evening,16,15,NON-Domestic,1
2010,Evening,20,2,NON-Domestic,1
2009,Evening,6,44,NON-Domestic,6
2017,Morning,25,25,NON-Domestic,2
2024,Afternoon,9,67,NON-Domestic,1
2018,Morning,25,21,NON-Domestic,2
2015,Morning,6,71,NON-Domestic,2
2018,Morning,17,16,Domestic,1
2017,Afternoon,3,43,NON-Domestic,14
2016,Evening,16,15,NON-Domestic,1
2016,Morning,25,19,NON-Domestic,2
2017,Night,15,25,NON-Domestic,12
2017,Evening,19,7,NON-Domestic,2
2021,Evening,6,49,NON-Domestic,2
2020,Morning,16,17,Domestic,1
2018,Evening,25,19,NON-Domestic,4
2020,Night,17,14,NON-Domestic,3
2020,Afternoon,2,41,NON-Domestic,6
2022,Night,22,49,Domestic,1
2020,Night,12,28,Domestic,3
2015,Night,8,64,Domestic,1
2024,Evening,9,31,NON-Domestic,3
2024,Afternoon,2,68,Domestic,1
2015,Afternoon,18,7,NON-Domestic,1
2016,Evening,18,7,NON-Domestic,2
2016,Night,8,58,NON-Domestic,1
2018,Morning,8,70,NON-Domestic,3
2020,Morning,2,41,NON-Domestic,5
2008,Morning,9,63,Domestic,1
2013,Afternoon,2,41,NON-Domestic,1
2013,Evening,8,64,NON-Domestic,1
2013,Evening,7,68,NON-Domestic,5
2013,Morning,25,19,NON-Domestic,1
2021,Morning,22,49,NON-Domestic,2
2016,Night,2,39,NON-Domestic,1
2015,Night,18,7,NON-Domestic,1
2021,Afternoon,5,49,NON-Domestic,7
2024,Morning,10,28,NON-Domestic,2
2019,Afternoon,14,23,NON-Domestic,1
2001,Afternoon,22,72,Domestic,9
2001,Evening,22,-1,Domestic,421
2001,Morning,22,73,Domestic,65
2003,Evening,7,67,NON-Domestic,7
2006,Evening,22,73,NON-Domestic,4
2012,Evening,6,49,NON-Domestic,2
2001,Evening,22,73,Domestic,124
2001,Afternoon,22,75,NON-Domestic,121
2001,Afternoon,22,49,NON-Domestic,66
2003,Evening,25,19,NON-Domestic,6
2004,Night,17,14,NON-Domestic,3
2005,Night,17,21,NON-Domestic,1
2020,Night,11,26,NON-Domestic,15
2024,Morning,3,68,NON-Domestic,5
2001,Evening,14,24,NON-Domestic,441
2019,Morning,2,39,NON-Domestic,1
2013,Morning,3,36,NON-Domestic,1
2010,Night,7,67,NON-Domestic,10
2024,Morning,2,68,Domestic,3
2010,Morning,22,71,NON-Domestic,1
2024,Night,2,68,Domestic,3
2024,Night,19,7,Domestic,3
2021,Morning,5,49,NON-Domestic,3
2021,Evening,17,16,NON-Domestic,2
2013,Afternoon,12,23,NON-Domestic,1
2012,Night,25,19,Domestic,3
2024,Morning,16,9,Domestic,4
2020,Afternoon,8,65,NON-Domestic,2
2020,Night,8,64,Domestic,1
2016,Evening,10,30,Domestic,1
2021,Morning,9,61,NON-Domestic,3
2020,Morning,24,1,NON-Domestic,8
2014,Night,19,5,Domestic,1
2010,Night,7,68,Domestic,2
2017,Night,11,26,NON-Domestic,5
2015,Afternoon,12,28,NON-Domestic,7
2014,Evening,16,17,Domestic,1
2002,Evening,11,23,NON-Domestic,10
2016,Night,6,69,Domestic,2
2020,Morning,4,45,NON-Domestic,1
2014,Night,15,25,NON-Domestic,11
2012,Afternoon,5,53,NON-Domestic,3
